theta,t,omega
-0.20326022803783417,7.5757575035095215,0.9263157894736842
-0.12761123478412628,7.676767826080322,0.9263157894736842
-0.012929193675518036,7.777777671813965,0.9263157894736842
-0.03525090590119362,7.878787994384766,0.9263157894736842
-0.0345563106238842,7.979798316955566,0.9263157894736842
-0.017765438184142113,8.080808639526367,0.9263157894736842
0.058743879199028015,8.181818008422852,0.9263157894736842
0.013357415795326233,8.282828330993652,0.9263157894736842
-0.021710403263568878,8.383838653564453,0.9263157894736842
0.0036506708711385727,8.484848022460938,0.9263157894736842
0.06564988195896149,8.585858345031738,0.9263157894736842
0.004331160336732864,8.686868667602539,0.9263157894736842
0.027244988828897476,8.78787899017334,0.9263157894736842
0.0851677730679512,8.88888931274414,0.9263157894736842
0.07206371426582336,8.989898681640625,0.9263157894736842
0.05451568216085434,9.090909004211426,0.9263157894736842
-0.004958130419254303,9.191919326782227,0.9263157894736842
0.1131993979215622,9.292929649353027,0.9263157894736842
0.13933438062667847,9.393939018249512,0.9263157894736842
0.11451752483844757,9.494949340820312,0.9263157894736842
0.005864664912223816,9.595959663391113,0.9263157894736842
0.16450707614421844,9.696969985961914,0.9263157894736842
0.2903558909893036,9.797979354858398,0.9263157894736842
0.2676624059677124,9.8989896774292,0.9263157894736842
0.23469780385494232,10.0,0.9263157894736842
0.729803740978241,0.0,0.9473684210526316
0.8032178282737732,0.10101009905338287,0.9473684210526316
0.7478923797607422,0.20202019810676575,0.9473684210526316
0.7247024178504944,0.3030303120613098,0.9473684210526316
0.6663036346435547,0.4040403962135315,0.9473684210526316
0.6114056706428528,0.5050504803657532,0.9473684210526316
0.7135269045829773,0.6060606241226196,0.9473684210526316
0.7039586901664734,0.7070707082748413,0.9473684210526316
0.5897952914237976,0.808080792427063,0.9473684210526316
0.6057727932929993,0.9090908765792847,0.9473684210526316
0.6841504573822021,1.0101009607315063,0.9473684210526316
0.6084380745887756,1.111111044883728,0.9473684210526316
0.579036295413971,1.2121212482452393,0.9473684210526316
0.4385591447353363,1.313131332397461,0.9473684210526316
0.3450264632701874,1.4141414165496826,0.9473684210526316
